sid,tid,cid,score,cname
819567144,248432925,10007,89,uml
811524815,238522975,10007,99,uml
818372342,290426487,10007,50,uml
860743971,291106075,10007,94,uml
831333362,224351402,10007,90,uml
863122412,228687372,10007,81,uml
809626070,244465413,10007,64,uml
846520871,252041092,10007,52,uml
836218041,212523885,10007,,uml
825259332,212673558,10007,61,uml
882692237,213947266,10007,54,uml
853866731,263473114,10007,51,uml
821864679,219718725,10007,72,uml
815538021,271930600,10007,95,uml
842728310,257852982,10007,73,uml
819763437,251624799,10007,72,uml
801085707,229913582,10007,79,uml
867127825,259518009,10007,54,uml
810705358,220562029,10007,85,uml
841228316,216560635,10007,62,uml
851469864,231662288,10007,65,uml
807931757,257442454,10007,95,uml
804982991,292899021,10007,74,uml
860969957,277945843,10007,72,uml
809894246,206353630,10007,90,uml
886280153,218344484,10007,80,uml
849818510,222827642,10007,,uml
853679271,204629000,10007,92,uml
882508841,267697969,10007,54,uml
865463927,209237961,10007,85,uml
869190088,279480501,10007,,uml
859933099,210716973,10007,68,uml
868953338,241688303,10007,73,uml
853092948,271052119,10007,52,uml
831035870,255821536,10007,74,uml
894024855,202570629,10007,54,uml
836597034,283175725,10007,,uml
810090163,210290372,10007,66,uml
828182170,276490362,10007,77,uml
803151627,295444182,10007,81,uml
854782738,224163795,10007,70,uml
837787700,261505205,10007,88,uml
806307273,207220187,10007,75,uml
854627623,245559425,10007,65,uml
876082891,250482937,10007,65,uml
810686749,295423304,10007,80,uml
859050087,281113378,10007,95,uml
893229029,203502842,10007,60,uml
840543695,228126688,10007,88,uml
842884109,211035569,10007,60,uml
844021886,265353458,10007,60,uml
808361368,290637334,10007,89,uml
854101809,297692690,10007,99,uml
825721858,237662254,10007,55,uml
832146891,269579973,10007,74,uml
898856891,200026895,10007,85,uml
877539180,239603355,10007,87,uml
848069955,219598624,10007,55,uml
860124803,299948362,10007,55,uml
893416164,224579605,10007,91,uml
876132512,257058477,10007,66,uml
820578199,209245702,10007,85,uml
829836664,239137110,10007,53,uml
806134218,235799008,10007,65,uml
862182228,272362423,10007,86,uml
877045299,277411121,10007,,uml
819337676,213382206,10007,79,uml
871944809,202708289,10007,70,uml
842458901,251758321,10007,83,uml
836592015,247038660,10007,89,uml
889403832,217794730,10007,71,uml
855776743,253833701,10007,52,uml
847638988,271243505,10007,90,uml
845618179,261554204,10007,69,uml
883823891,225148641,10007,55,uml
808359225,210487425,10007,67,uml
899523054,204780102,10007,98,uml
848525574,234659107,10007,68,uml
897257017,242982090,10007,94,uml
838369769,284482876,10007,50,uml
841066336,246479234,10007,88,uml
893309918,248183654,10007,97,uml
802597134,264610570,10007,98,uml
808444082,284544883,10007,70,uml
859544507,284491520,10007,61,uml
864926228,206430749,10007,51,uml
842816618,209783498,10007,67,uml
813580279,240303449,10007,62,uml
844203915,229383325,10007,74,uml
887528904,225373402,10007,92,uml
890221507,214720171,10007,64,uml
893007136,284243286,10007,69,uml
813855819,211284966,10007,94,uml
826576320,286315144,10007,55,uml
808255628,295851221,10007,54,uml
849108872,243990141,10007,67,uml
867871367,212070602,10007,88,uml
847642269,205924351,10007,64,uml
884336593,260136090,10007,54,uml
814564089,246916443,10007,86,uml
833228070,255596029,10007,96,uml
828545878,233309372,10007,50,uml
882877580,288476929,10007,76,uml
837445158,282530136,10007,66,uml
858426650,213915687,10007,,uml
875222532,230372813,10007,92,uml
854462714,238384725,10007,,uml
889267747,279743774,10007,84,uml
881158681,260587176,10007,85,uml
804496460,222729749,10007,77,uml
884956639,227356690,10007,94,uml
860540120,218849576,10007,73,uml
821366659,280829549,10007,,uml
888011530,215729117,10007,78,uml
826634120,219960788,10007,54,uml
846928648,253108785,10007,92,uml
815775921,297829545,10007,50,uml
896950138,227658317,10007,55,uml
872351000,244120346,10007,89,uml
857133583,209357573,10007,,uml
875764349,233283792,10007,68,uml
881759776,233102891,10007,,uml
865022934,223443852,10007,90,uml
816616480,221892536,10007,90,uml
843955279,278585087,10007,74,uml
873820428,264309656,10007,72,uml
833669292,252288617,10007,87,uml
820285637,287102860,10007,90,uml
832826024,211205783,10007,54,uml
872945729,207237755,10007,86,uml
851660018,241699737,10007,96,uml
835626321,235331158,10007,53,uml
849146036,247900017,10007,99,uml
862456562,232100585,10007,98,uml
868447904,223851272,10007,54,uml
819922582,269286518,10007,71,uml
838945240,205514988,10007,50,uml
891375387,273417641,10007,99,uml
847210587,209538984,10007,95,uml
898389732,204142501,10007,68,uml
817759034,255768456,10007,70,uml
842184899,257665579,10007,78,uml
881534937,230092401,10007,89,uml
839339614,238607391,10007,63,uml
877382509,240933226,10007,61,uml
851117290,286773784,10007,95,uml
818668757,267025203,10007,96,uml
897073108,274691608,10007,92,uml
828576112,253119188,10007,,uml
877482240,239413927,10007,61,uml
837763150,246133841,10007,88,uml
814530896,283457305,10007,90,uml
852808767,227236069,10007,82,uml
808378396,207118119,10007,88,uml
862605233,222454188,10007,60,uml
827042456,284999509,10007,51,uml
834474228,297855728,10007,95,uml
847167530,221753280,10007,71,uml
827661404,290145405,10007,64,uml
820098792,240010125,10007,88,uml
833952309,258104655,10007,98,uml
887714270,215374616,10007,63,uml
887634013,228799752,10007,77,uml
860177113,233292434,10007,,uml
841625886,235609962,10007,83,uml
870689284,203278445,10007,50,uml
852267228,231473034,10007,53,uml
800434099,244219744,10007,91,uml
836862135,253869662,10007,74,uml
898655695,240120074,10007,81,uml
877714828,256308030,10007,54,uml
881367355,254737339,10007,,uml
850845611,266038416,10007,82,uml
895724061,223209560,10007,85,uml
820314376,206321059,10007,68,uml
828569061,285676032,10007,52,uml
885068804,229585788,10007,61,uml
885528886,241531349,10007,79,uml
809272768,207438561,10007,97,uml
813595781,253543817,10007,87,uml
869680257,290526343,10007,62,uml
875990324,200948859,10007,82,uml
848513971,218744684,10007,82,uml
824985533,223993085,10007,52,uml
817898855,236939495,10007,73,uml
844523632,298320964,10007,81,uml
857467695,276830991,10007,63,uml
853869884,291315203,10007,89,uml
841275206,275367415,10007,54,uml
804741965,291742530,10007,99,uml
821744926,275281236,10007,89,uml
800572620,204502126,10007,,uml
842468287,200268752,10007,77,uml
803886277,249940151,10007,72,uml
864480252,233622326,10007,85,uml
853510211,233617859,10007,54,uml
803563206,210477649,10007,94,uml
875750583,297873930,10007,54,uml
866719558,245108414,10007,51,uml
835566440,270596958,10007,81,uml
876082326,265890242,10007,90,uml
831370261,266434513,10007,92,uml
897698176,290086934,10007,54,uml
887442776,295369105,10007,73,uml
845660537,278285174,10007,,uml
831238088,232880079,10007,74,uml
846617605,299913580,10007,66,uml
834707052,291907865,10007,95,uml
815733332,294360211,10007,92,uml
843188739,294322921,10007,,uml
805882790,264021910,10007,73,uml
822932299,267369173,10007,55,uml
809955645,277379260,10007,74,uml
836463750,203414279,10007,53,uml
854727248,248733191,10007,61,uml
876701216,274247919,10007,89,uml
838170005,276554043,10007,53,uml
859635691,299013589,10007,75,uml
812533282,281787507,10007,96,uml
857077540,240795083,10007,81,uml
867903502,211959021,10007,65,uml
862995975,218099054,10007,88,uml
866018721,275723126,10007,63,uml
868278479,232095250,10007,50,uml
897294574,217131095,10007,80,uml
836794302,239011328,10007,53,uml
804411223,280360459,10007,77,uml
870833746,277326952,10007,93,uml
833551384,254168376,10007,63,uml
829941866,220626791,10007,98,uml
811025213,244111106,10007,90,uml
816181269,206452083,10007,63,uml
869805567,266032881,10007,66,uml
869048315,235444002,10007,64,uml
843630330,223208889,10007,71,uml
869058902,248920377,10007,50,uml
847869264,256897182,10007,63,uml
827825839,248935752,10007,63,uml
893685294,267888787,10007,83,uml
877493055,276676134,10007,82,uml
860057139,267660903,10007,67,uml
895096930,237038985,10007,55,uml
898401398,248726275,10007,63,uml
866414349,261727247,10007,65,uml
868828569,216873567,10007,93,uml
849439569,213053061,10007,76,uml
825273371,264346500,10007,87,uml
828066168,296835380,10007,82,uml
890831614,213288422,10007,60,uml
887425560,209724035,10007,81,uml
828169875,257119944,10007,74,uml
825329487,228126718,10007,54,uml
853213812,243573253,10007,64,uml
880100265,256891393,10007,80,uml
879760647,282267660,10007,68,uml
881230800,242909658,10007,75,uml
863372689,270520973,10007,96,uml
864219708,225432830,10007,63,uml
854167157,292710623,10007,76,uml
869717232,222580055,10007,79,uml
829470066,297206498,10007,52,uml
845120273,278616663,10007,,uml
819071948,238491691,10007,82,uml
820630424,223336634,10007,75,uml
896533344,238863431,10007,98,uml
816791722,206934354,10007,66,uml
898132780,290478384,10007,93,uml
877820934,276013244,10007,95,uml
841448207,225007686,10007,78,uml
842573776,282628500,10007,65,uml
832179284,238732361,10007,93,uml
862163236,221203416,10007,,uml
881002608,224962690,10007,94,uml
897926777,265570656,10007,87,uml
821998992,227388498,10007,69,uml
804833656,224039779,10007,74,uml
890946809,200514845,10007,83,uml
818580655,285675939,10007,89,uml
868839827,242495866,10007,82,uml
813130923,263957200,10007,99,uml
865716226,276958591,10007,,uml
887136880,299398845,10007,86,uml
804766283,203021544,10007,84,uml
833327815,256124191,10007,50,uml
811380348,264237224,10007,51,uml
890710188,248143657,10007,91,uml
831388283,207237755,10007,,uml
844130818,244995807,10007,63,uml
818806617,230827553,10007,95,uml
823988707,240403419,10007,69,uml
816013284,235760862,10007,84,uml
832589301,200649707,10007,86,uml
858939548,221467635,10007,93,uml
863808618,281370715,10007,52,uml
885212123,267581581,10007,68,uml
809310785,282130849,10007,66,uml
832815089,202956268,10007,,uml
828103381,270886975,10007,95,uml
818675082,297693371,10007,71,uml
818902819,220667042,10007,90,uml
821027126,213925844,10007,,uml
863787391,288327948,10007,63,uml
804319436,292778263,10007,70,uml
819793426,218453148,10007,82,uml
876126340,241855529,10007,69,uml
803646207,229442460,10007,64,uml
819973560,222469623,10007,94,uml
841780294,250718985,10007,66,uml
891775394,231560854,10007,88,uml
817314937,202683774,10007,66,uml
802414775,231419370,10007,62,uml
804868370,227271761,10007,75,uml
869643608,223481431,10007,88,uml
807104521,200876969,10007,71,uml
885122307,296820183,10007,,uml
831600386,204201002,10007,77,uml
878539525,234526573,10007,62,uml
808644063,231301346,10007,82,uml
880151036,218533943,10007,64,uml
882379087,262949934,10007,81,uml
892892617,247037040,10007,82,uml
807234111,271586480,10007,82,uml
895598379,243031110,10007,71,uml
876016088,293629772,10007,99,uml
824833638,220458436,10007,64,uml
894546460,293888239,10007,62,uml
806711754,264791885,10007,65,uml
829012607,265266048,10007,65,uml
838310172,275809468,10007,85,uml
891217152,298320964,10007,85,uml
855086391,262448671,10007,85,uml
877558938,263019226,10007,69,uml
803838605,211557355,10007,63,uml
818818171,246605013,10007,50,uml
867824290,203064682,10007,63,uml
889123587,218374402,10007,66,uml
865456820,217816108,10007,64,uml
865198128,220601688,10007,94,uml
831591693,212974035,10007,,uml
813316487,261736519,10007,73,uml
802071661,229735858,10007,62,uml
809144959,219985832,10007,54,uml
883429339,267432780,10007,68,uml
858310092,246218237,10007,55,uml
878564831,200675836,10007,54,uml
893544081,252513895,10007,51,uml
838767906,273665223,10007,94,uml
837829877,272079841,10007,83,uml
873931123,234028350,10007,89,uml
896877514,283703878,10007,71,uml
826280627,212601332,10007,88,uml
888190580,246664457,10007,77,uml
844386857,201043948,10007,52,uml
837317848,293687696,10007,65,uml
876166497,263357694,10007,89,uml
881908956,213700205,10007,51,uml
853741493,242559111,10007,75,uml
821125390,280190378,10007,81,uml
895093282,293629772,10007,65,uml
855471359,291373864,10007,86,uml
864608494,227750209,10007,90,uml
846463597,229932895,10007,79,uml
847997570,225009205,10007,,uml
809478860,236079848,10007,72,uml
886154166,225882698,10007,62,uml
859582271,205083883,10007,,uml
877065132,252707813,10007,53,uml
873064374,251365140,10007,97,uml
890645422,249277956,10007,87,uml
840386448,214809208,10007,51,uml
863955578,254262369,10007,96,uml
862628330,291978065,10007,67,uml
842097401,268268073,10007,66,uml
840878675,276105121,10007,53,uml
825737284,270248825,10007,65,uml
889513627,298759445,10007,51,uml
800755443,229228289,10007,51,uml
891738076,271874024,10007,89,uml
837660512,254099819,10007,61,uml
818870561,274970449,10007,74,uml
829536421,226268945,10007,84,uml
813687858,208880222,10007,67,uml
810910990,299325646,10007,97,uml
807652642,265833516,10007,61,uml
809010612,230587542,10007,52,uml
847972816,229578612,10007,99,uml
885414698,218927999,10007,73,uml
863815270,272737738,10007,89,uml
899563650,236740822,10007,89,uml
841371626,269490574,10007,99,uml
800568965,258631562,10007,61,uml
821096848,201228065,10007,77,uml
896463381,291016220,10007,53,uml
822959005,284101303,10007,64,uml
821785597,222451324,10007,66,uml
873114254,206948195,10007,77,uml
802601790,286566724,10007,69,uml
828112963,246150501,10007,93,uml
827683786,213351873,10007,71,uml
846222415,206825762,10007,69,uml
858358854,241807369,10007,99,uml
896937715,296383502,10007,76,uml
896742565,288578125,10007,99,uml
827196159,255051246,10007,88,uml
823257418,227310051,10007,74,uml
803283062,278416809,10007,64,uml
835515362,281006742,10007,74,uml
899024383,217456555,10007,79,uml
805027241,296537828,10007,96,uml
832955075,207527141,10007,83,uml
835687295,259290071,10007,85,uml
884571012,272182283,10007,75,uml
865456503,215811696,10007,79,uml
813646887,249064652,10007,90,uml
895954655,247483382,10007,93,uml
837095265,233950571,10007,66,uml
825728173,247843005,10007,71,uml
824039203,209690272,10007,51,uml
898846655,240907103,10007,82,uml
860258283,287770189,10007,69,uml
896673450,201022675,10007,73,uml
805697163,244410240,10007,97,uml
889614889,259439130,10007,,uml
807909628,295086768,10007,79,uml
874812499,236856415,10007,79,uml
897958707,203339007,10007,85,uml
879595288,273591450,10007,86,uml
801166718,297923820,10007,96,uml
832468402,223229130,10007,74,uml
880897289,220872859,10007,88,uml
888539378,275409766,10007,50,uml
807531460,276392798,10007,84,uml
851609377,282171023,10007,65,uml
894608614,239587741,10007,85,uml
818034576,259347903,10007,86,uml
837576657,221656950,10007,83,uml
819632378,230917987,10007,83,uml
835976680,297326977,10007,80,uml
820256551,221577957,10007,70,uml
876524189,228911850,10007,92,uml
881571870,210396548,10007,75,uml
856442831,205654125,10007,60,uml
852183489,219158173,10007,63,uml
818724993,258855900,10007,91,uml
851881782,299623847,10007,69,uml
870599166,273591751,10007,65,uml
831392305,277348979,10007,81,uml
834790745,228523668,10007,68,uml
869789590,256974513,10007,60,uml
887555814,289811306,10007,97,uml
824549735,278392621,10007,75,uml
865524824,237513080,10007,,uml
872267782,281452748,10007,51,uml
819138188,243695093,10007,77,uml
825013719,239327643,10007,72,uml
843655532,242032832,10007,66,uml
804487698,293689299,10007,76,uml
898299758,269170404,10007,79,uml
840485129,240777066,10007,94,uml
801251299,232188411,10007,62,uml
880326452,232415936,10007,83,uml
859050876,260191320,10007,,uml
888697578,276692242,10007,,uml
892803110,226280354,10007,81,uml
803427802,221884471,10007,89,uml
857342332,287441665,10007,67,uml
843531298,296790007,10007,70,uml
805656942,241995265,10007,91,uml
825156779,272569223,10007,,uml
891790291,226806142,10007,,uml
831303867,267365523,10007,77,uml
826087359,246590448,10007,54,uml
843297692,226920572,10007,99,uml
859372835,226425778,10007,53,uml
882862068,239737646,10007,94,uml
810719087,228499793,10007,95,uml
848489807,253319546,10007,64,uml
811860570,215930514,10007,87,uml
858003386,208207363,10007,70,uml
803891432,260686453,10007,66,uml
877454215,235814201,10007,87,uml
807632874,269490574,10007,99,uml
884071654,247387876,10007,,uml
882615335,255209386,10007,76,uml
822790543,262306570,10007,98,uml
805453099,285530039,10007,65,uml
842351674,225627023,10007,65,uml
851902577,275733996,10007,79,uml
852880400,210870137,10007,86,uml
812232384,200209666,10007,87,uml
893688523,272866831,10007,79,uml
888148943,234770858,10007,86,uml
870256434,246845430,10007,70,uml
836814005,238616243,10007,79,uml
803720332,218520417,10007,92,uml
895528802,272154447,10007,,uml
876614022,266863969,10007,82,uml
865050054,261944725,10007,79,uml
839017970,246366069,10007,66,uml
818484223,223370447,10007,87,uml
871396713,289335705,10007,78,uml
809081069,290962150,10007,77,uml
896364556,204633724,10007,73,uml
829965252,231729831,10007,75,uml
817016416,293559722,10007,74,uml
813149869,226224396,10007,98,uml
837705764,242122720,10007,90,uml
880130795,269690560,10007,60,uml
806945681,200721791,10007,85,uml
825619446,289266405,10007,54,uml
811634610,233153404,10007,64,uml
860952294,299444162,10007,99,uml
804955593,275588478,10007,53,uml
835412303,238354691,10007,90,uml
869299757,226200779,10007,86,uml
897778930,205000528,10007,85,uml
835167190,295996393,10007,55,uml
882947604,275470875,10007,,uml
867922191,239612476,10007,,uml
820608791,293851061,10007,66,uml
807312213,246287302,10007,63,uml
801952533,227782957,10007,52,uml
837067249,256914436,10007,55,uml
863753259,278346176,10007,,uml
821968122,285877572,10007,64,uml
800744990,232912490,10007,51,uml
877273148,208602862,10007,79,uml
836998676,266090779,10007,,uml
829818410,224532271,10007,82,uml
845735181,256316990,10007,72,uml
820783231,201349913,10007,99,uml
889316738,261789975,10007,70,uml
811056406,275726664,10007,70,uml
817123908,220948625,10007,93,uml
854322965,251804076,10007,70,uml
873155843,256706309,10007,92,uml
895051922,220382203,10007,91,uml
895109572,222875007,10007,85,uml
851710307,268677630,10007,64,uml
808293954,228753731,10007,53,uml
805046104,226506144,10007,51,uml
891500146,286605678,10007,73,uml
829663184,295912152,10007,80,uml
812427877,202303140,10007,,uml
846156499,219904913,10007,72,uml
890767667,273833866,10007,72,uml
852034142,218691416,10007,50,uml
878219914,229557645,10007,69,uml
830944923,268440569,10007,97,uml
876894831,267365523,10007,55,uml
889111211,236838876,10007,87,uml
812142189,249898076,10007,54,uml
862385019,254696889,10007,93,uml
808135161,226677545,10007,80,uml
835867725,299695312,10007,82,uml
823122382,284183558,10007,76,uml
869382137,278649274,10007,76,uml
862742898,246488750,10007,,uml
877232135,264928395,10007,87,uml
895774912,290603682,10007,,uml
863126650,291124352,10007,70,uml
878657100,253488745,10007,89,uml
849433230,273021177,10007,93,uml
869548826,297186481,10007,62,uml
842537979,284423473,10007,,uml
835458673,286210859,10007,95,uml
880530505,279592692,10007,50,uml
885172016,216983879,10007,76,uml
867061296,283751293,10007,74,uml
892109247,272735302,10007,70,uml
816015763,269721602,10007,75,uml
844852246,201734531,10007,95,uml
841520037,296070299,10007,51,uml
898294547,278468882,10007,,uml
855024978,282190790,10007,88,uml
856956641,242081598,10007,50,uml
851790427,252146952,10007,93,uml
843543362,219747590,10007,65,uml
894384743,200652254,10007,,uml
836294707,254197567,10007,52,uml
842596544,279120316,10007,99,uml
808941424,261430070,10007,93,uml
868800292,275114307,10007,55,uml
811384725,234326842,10007,50,uml
883587558,245271585,10007,,uml
841272460,282950784,10007,55,uml
805466499,240619249,10007,82,uml
832933842,282739675,10007,,uml
816964062,255013747,10007,,uml
820982102,294464569,10007,89,uml
881791177,259736210,10007,80,uml
886082954,251255750,10007,51,uml
811227579,226826051,10007,65,uml
808144895,282546488,10007,60,uml
891026799,227770031,10007,85,uml
810976156,291246521,10007,82,uml
815234270,245251112,10007,52,uml
820045458,237879807,10007,61,uml
834777163,297080312,10007,54,uml
830662988,206659602,10007,75,uml
803446518,292834350,10007,88,uml
859744873,269710772,10007,91,uml
891529214,271342809,10007,67,uml
897484570,252201244,10007,87,uml
869700552,220827561,10007,92,uml
846145215,266397776,10007,80,uml
828568515,270304042,10007,80,uml
805802406,280744759,10007,67,uml
854559009,223159335,10007,64,uml
888298222,276994609,10007,80,uml
876043995,265122014,10007,92,uml
841237481,224039779,10007,83,uml
853035836,298878376,10007,96,uml
843875680,257206820,10007,61,uml
897196654,296044533,10007,89,uml
810598909,261454829,10007,65,uml
888291236,252996091,10007,,uml
801206832,237264139,10007,64,uml
878927027,291124352,10007,70,uml
840102904,292380252,10007,98,uml
866555667,254055839,10007,53,uml
863802159,212837770,10007,85,uml
847582015,249786607,10007,83,uml
880295584,285676032,10007,52,uml
871457618,242982090,10007,69,uml
852111322,247417774,10007,,uml
879863888,294618766,10007,51,uml
841404959,290960731,10007,69,uml
894270989,229619188,10007,,uml
824590073,237631089,10007,68,uml
855385504,252228295,10007,50,uml
881235955,218337615,10007,85,uml
880795758,294095495,10007,51,uml
805248223,205641386,10007,85,uml
811259823,243835037,10007,77,uml
834641813,265048851,10007,95,uml
894443819,261672517,10007,60,uml
864383035,279291813,10007,73,uml
855860553,203648456,10007,52,uml
848888068,203613874,10007,71,uml
834924036,224617449,10007,60,uml
809614424,222729749,10007,,uml
825684782,269041935,10007,,uml
874149188,292579762,10007,88,uml
862266900,222347181,10007,67,uml
851084090,247740098,10007,80,uml
899373070,250836597,10007,,uml
838689012,269717617,10007,79,uml
841898011,270583143,10007,66,uml
826729338,292195066,10007,74,uml
826810669,247436106,10007,62,uml
827812161,240146691,10007,75,uml
818609599,207380258,10007,51,uml
820098772,240909347,10007,71,uml
849212001,244062017,10007,87,uml
865250346,267222588,10007,79,uml
807792086,203094800,10007,68,uml
802941928,248896810,10007,95,uml
838241409,208220960,10007,55,uml
808747831,296971345,10007,82,uml
865409885,216022000,10007,72,uml
873767022,219008235,10007,83,uml
845597816,255912993,10007,76,uml
894152387,291392771,10007,52,uml
805610002,291106075,10007,98,uml
810647853,296190062,10007,96,uml
857399271,213282716,10007,89,uml
816393297,266972688,10007,53,uml
898630271,294200664,10007,92,uml
840069582,231225999,10007,,uml
830521687,268739428,10007,73,uml
834206323,297097993,10007,51,uml
804927866,259939500,10007,66,uml
851586394,212920773,10007,66,uml
870712301,262123034,10007,95,uml
865967498,284724195,10007,88,uml
883263242,203632789,10007,84,uml
890506364,259117572,10007,68,uml
850424845,289411644,10007,61,uml
877223481,279796023,10007,88,uml
836231339,240866204,10007,90,uml
859110760,211156486,10007,70,uml
879900469,214352859,10007,99,uml
899433500,215587903,10007,53,uml
874883096,252446759,10007,51,uml
828039257,260071785,10007,77,uml
858533468,252000687,10007,82,uml
860649069,235270659,10007,55,uml
816813897,230537289,10007,63,uml
835140217,286676812,10007,91,uml
837714381,266073307,10007,69,uml
885917659,242509089,10007,62,uml
819410356,206382695,10007,70,uml
869205539,232920243,10007,83,uml
811226632,297838976,10007,,uml
889568343,218705419,10007,63,uml
826841731,273050827,10007,,uml
806272843,232221559,10007,53,uml
864413132,257999615,10007,50,uml
890357391,216989201,10007,51,uml
862064110,274631742,10007,92,uml
863625398,209014239,10007,87,uml
897122548,245485613,10007,,uml
871103421,295925059,10007,,uml
889002624,220657613,10007,88,uml
893076854,254153531,10007,76,uml
853255602,237152257,10007,99,uml
805554739,295692801,10007,69,uml
866295509,249718864,10007,73,uml
844533839,297186481,10007,97,uml
862247594,275484363,10007,89,uml
888886050,255156591,10007,50,uml
815785165,230243032,10007,73,uml
872468403,229514850,10007,97,uml
857585340,250718985,10007,76,uml
813046890,278851928,10007,81,uml
851153869,252835005,10007,86,uml
823468271,202429157,10007,55,uml
812066615,298249892,10007,53,uml
857045422,264165049,10007,89,uml
885439166,200956548,10007,95,uml
853557430,263081929,10007,50,uml
875309306,210032562,10007,93,uml
817192351,275155491,10007,61,uml
822742017,212359329,10007,98,uml
887106272,294991779,10007,53,uml
835989139,289560936,10007,89,uml
841974337,273315116,10007,61,uml
847038754,264873935,10007,52,uml
885856582,254352335,10007,80,uml
815606494,274568421,10007,69,uml
818304085,280922629,10007,,uml
864990663,206675692,10007,51,uml
867069500,294861292,10007,74,uml
813425847,288509705,10007,61,uml
853078886,216548767,10007,74,uml
884275183,283449490,10007,98,uml
868596117,287798739,10007,73,uml
811101330,293643501,10007,61,uml
820610268,271484199,10007,72,uml
838144769,244340242,10007,86,uml
891267074,237751351,10007,79,uml
840204970,214648905,10007,89,uml
805647691,238966632,10007,93,uml
853382034,217859554,10007,83,uml
830327445,241113779,10007,62,uml
896081011,272891344,10007,61,uml
870604734,289665676,10007,81,uml
804552698,239114008,10007,84,uml
834904760,274587373,10007,,uml
886889914,298617948,10007,77,uml
848787633,280783719,10007,95,uml
881564040,269324458,10007,,uml
805032663,293626895,10007,79,uml
813768182,216432859,10007,55,uml
828996237,296138105,10007,84,uml
885742121,294239488,10007,77,uml
864531978,228499793,10007,70,uml
881133244,282762117,10007,62,uml
808809506,264139216,10007,88,uml
857773468,211743130,10007,51,uml
868961623,229153093,10007,60,uml
821861958,244086468,10007,96,uml
828101750,265509761,10007,71,uml
872276750,281202693,10007,89,uml
805353410,267456436,10007,71,uml
819914028,210530428,10007,91,uml
801583201,224184150,10007,77,uml
879005938,218476931,10007,52,uml
866655598,293141747,10007,69,uml
812697788,287427257,10007,74,uml
848174598,233466073,10007,,uml
855717666,256242403,10007,,uml
823323246,236799821,10007,74,uml
892470612,292606177,10007,,uml
880883683,292899021,10007,90,uml
879212582,208948305,10007,68,uml
841359680,209453965,10007,75,uml
877973803,207984822,10007,75,uml
821961299,241584510,10007,68,uml
815862370,213351873,10007,89,uml
879197462,265717339,10007,72,uml
823179072,293935912,10007,71,uml
839906623,293125306,10007,86,uml
823780264,207689956,10007,62,uml
876180118,201453035,10007,77,uml
816603274,267846638,10007,85,uml
887551273,241568555,10007,94,uml
808267274,201742120,10007,51,uml
894240862,277897245,10007,68,uml
866076211,221624674,10007,63,uml
882213829,203634417,10007,90,uml
867634650,279155726,10007,90,uml
894875633,275241588,10007,,uml
819590059,272605037,10007,51,uml
840503035,216054147,10007,76,uml
876206135,253274643,10007,96,uml
882055892,226051568,10007,85,uml
828187664,294727048,10007,50,uml
885546754,276540876,10007,99,uml
898693298,274797196,10007,53,uml
801645679,202464492,10007,96,uml
885652023,286335285,10007,82,uml
873971790,218826248,10007,89,uml
804434901,216110346,10007,51,uml
893037441,277728770,10007,84,uml
818608160,289933814,10007,80,uml
822937171,249994544,10007,82,uml
887666621,211075343,10007,64,uml
801004094,208249467,10007,73,uml
809606112,231340026,10007,,uml
812597286,259420289,10007,51,uml
867421688,296286070,10007,63,uml
810508551,284349362,10007,84,uml
851049513,243279020,10007,60,uml
871988043,214175720,10007,77,uml
815778983,254787674,10007,97,uml
888011437,279003162,10007,90,uml
814800606,203118913,10007,52,uml
810523581,297195578,10007,62,uml
831736483,253939846,10007,97,uml
873168903,234273899,10007,89,uml
829551331,212157952,10007,84,uml
893366762,202040276,10007,93,uml
806254500,215295550,10007,95,uml
803496681,241757721,10007,70,uml
871938953,226889606,10007,83,uml
816215046,217472656,10007,90,uml
827683786,204117510,10007,76,uml
841294921,207615145,10007,86,uml
894603638,229342255,10007,81,uml
802163403,214253619,10007,,uml
862163236,282282597,10007,52,uml
897936231,290933597,10007,50,uml
832959392,279944337,10007,83,uml
849316054,228664223,10007,60,uml
887893660,279226591,10007,76,uml
850154221,213758498,10007,,uml
829992415,275207131,10007,91,uml
875013017,208069271,10007,75,uml
843630438,230329625,10007,71,uml
807978321,286535694,10007,63,uml
850948484,214435138,10007,95,uml
888255586,212142958,10007,73,uml
893059746,226810719,10007,77,uml
896425279,252302224,10007,98,uml
810270889,280957794,10007,63,uml
883358495,272534880,10007,96,uml
896803809,247375716,10007,73,uml
818879765,218797664,10007,55,uml
892857358,221165733,10007,66,uml
820568694,277765955,10007,91,uml
881186556,229899305,10007,,uml
819673135,229932895,10007,78,uml
851327201,221436055,10007,79,uml
893517970,296539785,10007,89,uml
884683646,212028115,10007,76,uml
844208579,224479483,10007,65,uml
872172441,262149125,10007,,uml
849314275,228154479,10007,50,uml
871846877,282103516,10007,52,uml
818314833,296581960,10007,87,uml
844465147,241925324,10007,82,uml
845007629,239321357,10007,71,uml
838693043,256558672,10007,53,uml
822422952,233850872,10007,51,uml
877935291,262462128,10007,74,uml
844085677,246277847,10007,,uml
803456228,266469490,10007,74,uml
883835040,242509089,10007,82,uml
808623608,238334976,10007,,uml
854919758,237911997,10007,,uml
825255437,278160226,10007,95,uml
882209732,242032832,10007,53,uml
810044744,279016995,10007,78,uml
847236506,272200402,10007,89,uml
851353512,232588144,10007,96,uml
810499699,235985712,10007,75,uml
