no,sid,tid,cid,score
577126812,800985646,264980638,10013,50
578346116,811227873,266315265,10013,50
579373345,880413673,298008164,10013,50
579404990,847885180,278645638,10013,50
580309310,865641430,235986492,10013,50
581570259,815316508,277887712,10013,50
583023120,855807306,207469543,10013,50
583838471,802212000,201487325,10013,50
585483091,838210457,214771441,10013,50
585747521,891347053,209609627,10013,50
586390149,891904207,292363193,10013,50
586708518,887666621,280741561,10013,50
586908761,844794904,294739616,10013,50
587691174,830122670,267453222,10013,50
587760319,832128034,281030187,10013,50
588936289,877253149,212973609,10013,50
589246008,825539057,219543615,10013,50
589637781,848998266,227551220,10013,50
590310585,855035431,250810202,10013,50
590480064,807655000,222720046,10013,50
591632722,817913871,215291415,10013,50
593090159,897291637,285888221,10013,50
593282970,811463897,247367872,10013,50
593688541,842333855,258843673,10013,50
594471768,822759177,221789752,10013,50
594770384,825054355,260112843,10013,50
595140500,817024762,228695619,10013,50
595436058,826232012,265842893,10013,50
596276995,864200420,201575077,10013,50
596358118,834083166,210060441,10013,50
596687830,864148344,231114265,10013,50
596993044,827941996,234941337,10013,50
597363913,893908760,233835990,10013,50
598529925,802492957,221884471,10013,50
599290884,802398776,226200779,10013,50
502494315,889246300,261569624,10014,50
503133659,837843237,240617397,10014,50
503205413,876912060,293388318,10014,50
503509443,866185816,219750474,10014,50
503992376,808347340,296125932,10014,50
504530018,848984494,222562623,10014,50
504575259,858746203,261054646,10014,50
504940842,883353320,255098179,10014,50
507542528,868314091,205393672,10014,50
507550126,890574925,271475234,10014,50
508364357,839618839,251129510,10014,50
508590562,846829289,250381228,10014,50
508664877,802738968,220713028,10014,50
509549131,890381580,259084075,10014,50
509556770,827895032,290942488,10014,50
509587108,843166763,229829780,10014,50
509993991,818836219,217646694,10014,50
510047030,825185970,253740909,10014,50
510250105,857762735,200845509,10014,50
511335576,853388844,220610804,10014,50
513116768,824360913,247994295,10014,50
513722917,826007953,253036489,10014,50
514502228,886842855,250268215,10014,50
514527464,886006477,290751752,10014,50
516028827,881395086,275812663,10014,50
518657210,809704698,277586521,10014,50
519255074,891125261,297557532,10014,50
520401276,853909740,205341755,10014,50
520886999,823546149,278095518,10014,50
521554001,863489002,298269494,10014,50
522792463,878780383,259151604,10014,50
522872986,870991120,220610804,10014,50
524227074,835568575,223632098,10014,50
525600998,817359346,281324377,10014,50
526219789,872164461,220024847,10014,50
526643473,814840138,297358253,10014,50
526703142,885790625,297097867,10014,50
527418892,832994626,289828030,10014,50
527523976,846365362,269230483,10014,50
528542995,865392015,253543817,10014,50
528704656,894635837,280771348,10014,50
528839800,839419815,269081945,10014,50
528953153,803775391,232042615,10014,50
529883528,859698001,292630975,10014,50
529936763,804224346,200897621,10014,50
530264461,882638287,255274097,10014,50
533373246,821783493,230771846,10014,50
533738102,851168783,211586729,10014,50
533822365,892109035,266886954,10014,50
534363284,897167011,260768538,10014,50
534483687,819085915,257153467,10014,50
534855464,817536663,235721194,10014,50
535525820,836043754,206668950,10014,50
536621385,885524026,210870137,10014,50
536854977,819567144,259471723,10014,50
537119402,887417335,262448671,10014,50
539995953,896413211,233309372,10014,50
541587931,852268780,250972817,10014,50
542046754,839093634,234096800,10014,50
542598608,885876631,255942230,10014,50
543523901,857932491,201926338,10014,50
544762823,864083688,216428694,10014,50
545649297,840325581,249277956,10014,50
545978952,863337029,212657139,10014,50
548280005,807511108,200960715,10014,50
549052488,849469727,263057631,10014,50
549496569,822926183,277148707,10014,50
550022664,801332766,218515494,10014,50
551795901,873792947,255295309,10014,50
553017558,897158082,281766378,10014,50
553272699,838801718,288413484,10014,50
553814142,824152114,256203376,10014,50
553922203,834961589,267499656,10014,50
555145467,804672221,275194762,10014,50
555710401,802804575,274183873,10014,50
556553619,841581990,200202973,10014,50
556984766,835540627,281480068,10014,50
557209756,845490892,278413515,10014,50
559425116,803803479,257376887,10014,50
561546621,817421504,200010493,10014,50
561995966,850527050,206706488,10014,50
562112399,873439470,278718257,10014,50
562576138,816238981,256035514,10014,50
563679056,882289769,294354192,10014,50
564111883,874709104,229239600,10014,50
565472297,836437966,245386950,10014,50
565505484,815957752,208375840,10014,50
566243629,831416827,290966267,10014,50
566724809,807844986,209547401,10014,50
567143767,891895546,287102860,10014,50
567807186,892842474,248489059,10014,50
568285813,870600982,237649741,10014,50
568657392,866855192,221270468,10014,50
570262072,887887020,207486589,10014,50
570930129,868844695,276358975,10014,50
571563737,846158491,227657861,10014,50
571712338,845791760,255341235,10014,50
572442189,817836956,208531006,10014,50
572948205,819891118,281324377,10014,50
573544751,840850140,246981303,10014,50
574199762,838344381,289856455,10014,50
574437062,894706903,209981535,10014,50
575101965,846453584,210290372,10014,50
576705704,843671265,245250589,10014,50
577674694,890872431,219185746,10014,50
578972382,832686608,232920243,10014,50
581370851,817006896,263588174,10014,50
582710228,847811056,272534880,10014,50
583761390,862551207,283566945,10014,50
584840878,876319977,207592045,10014,50
585557045,808750902,296769512,10014,50
585608302,878774837,236279662,10014,50
586978108,866142785,242496677,10014,50
587381317,892825323,244367719,10014,50
588303740,819323865,262488153,10014,50
589328764,825696129,271203045,10014,50
589351883,873299338,288857710,10014,50
590954310,884051918,252340223,10014,50
591487764,848786794,216772617,10014,50
592076702,894653135,214543676,10014,50
592431755,827057804,249859806,10014,50
593573925,856550801,263559218,10014,50
597172342,869646250,282647874,10014,50
597361725,850949614,236079848,10014,50
597410655,803539344,270180238,10014,50
598426404,808792279,240303449,10014,50
598597329,836174340,241977740,10014,50
500453419,802625666,255983353,10015,50
501206891,804752651,257384681,10015,50
503430769,889398720,210397874,10015,50
504563999,885102063,282739769,10015,50
506703299,822743112,228387891,10015,50
508509348,845509458,216116513,10015,50
509646909,881311209,278377983,10015,50
510156938,880146188,282836302,10015,50
510773689,852534926,232638414,10015,50
511549360,838514691,228706295,10015,50
511620969,869315459,220778914,10015,50
512353464,860086597,203330678,10015,50
512867311,830964856,221796815,10015,50
514662825,833444918,288056690,10015,50
515453431,886712483,285504585,10015,50
515514451,897064020,293629772,10015,50
515523999,820281998,256442544,10015,50
515579798,841520037,237637719,10015,50
517555893,869305150,210090131,10015,50
518439507,812403307,289671520,10015,50
519012107,882487036,229829780,10015,50
519394110,857663431,290217654,10015,50
521459902,815740248,210212341,10015,50
521925703,835115254,250643912,10015,50
524160760,806945681,202295231,10015,50
524562925,854765937,236731840,10015,50
524731697,887101057,256639045,10015,50
525465836,810433227,231837260,10015,50
526957812,875650533,201977263,10015,50
527495852,837680171,296687441,10015,50
528163727,845049472,271168416,10015,50
528938182,813415908,225613774,10015,50
529497547,848169869,269370568,10015,50
530031719,826955376,261603515,10015,50
530436168,825369353,242816421,10015,50
530935680,853577259,292563412,10015,50
531214034,873796056,200827765,10015,50
532634557,828864206,221790813,10015,50
533836446,821230471,252218606,10015,50
539333475,831742873,252218606,10015,50
540248298,805768988,259091361,10015,50
541227422,883843259,223955505,10015,50
541290029,806445897,282161150,10015,50
542299575,803241966,236589185,10015,50
542654810,839959499,270863069,10015,50
543131529,847431632,204371417,10015,50
543439010,836730125,271729284,10015,50
543950262,822859617,201082644,10015,50
545478736,859304328,219828874,10015,50
545563694,817963821,232823015,10015,50
545915542,804393911,248185505,10015,50
555045648,821646077,256417499,10015,50
555852982,817963817,225862442,10015,50
557860476,854724277,277526493,10015,50
558251703,878076074,289951685,10015,50
559462436,819025553,290201223,10015,50
560192952,895485047,247078037,10015,50
561432547,873925303,216095496,10015,50
562139469,883588783,276248223,10015,50
562162786,882149572,295818949,10015,50
562411366,838109339,299948362,10015,50
562421721,829537882,240516292,10015,50
562577443,800921538,200828648,10015,50
563130769,846426446,260520948,10015,50
563303946,855381401,248821312,10015,50
565107041,870833746,281151743,10015,50
565604382,805549660,201690401,10015,50
565785065,847315580,201873979,10015,50
567736144,854015440,263158634,10015,50
568471567,854188232,208276391,10015,50
568972618,887821663,289597504,10015,50
570161414,890580268,215847606,10015,50
570570365,842834941,249277956,10015,50
570803950,859110760,219127584,10015,50
570837242,844529757,241622910,10015,50
571274130,858946727,260136090,10015,50
572727140,871342055,297971051,10015,50
572781762,834519758,244089390,10015,50
572808807,818209367,202517755,10015,50
573010018,826493493,239621742,10015,50
573173716,801005478,244831735,10015,50
573339847,877287331,242509089,10015,50
573393334,808309795,247485333,10015,50
575139863,857126111,235647324,10015,50
575163534,846781867,245994711,10015,50
575230150,880351833,232212977,10015,50
575352926,883539238,250833344,10015,50
575450553,834376633,214546133,10015,50
575524891,818082173,260348425,10015,50
576439728,847568360,265389045,10015,50
576659476,850558230,208245723,10015,50
577471031,896937715,222858460,10015,50
578069733,873011315,249989111,10015,50
578633747,837920764,296835380,10015,50
580919423,861364379,292308615,10015,50
581372630,820808181,210481798,10015,50
581927335,828659280,257729345,10015,50
584014424,845892690,239022298,10015,50
584123006,853171977,294429113,10015,50
584927633,858979710,265793112,10015,50
585209766,896215732,277214884,10015,50
585890564,803117652,242504482,10015,50
588444112,892793714,225283621,10015,50
589925830,866696039,232221559,10015,50
590817105,805955745,217986749,10015,50
591527087,888804400,271871592,10015,50
591754516,816160768,265645064,10015,50
592112355,849917269,282130849,10015,50
592357462,841379073,271110511,10015,50
593918863,875067407,223587365,10015,50
595881494,843256107,212089343,10015,50
597500457,823465094,207056647,10015,50
597676240,808845531,238046233,10015,50
598874887,826948415,246535243,10015,50
599234291,865781331,245139389,10015,50
599368797,888145687,271644552,10015,50
599651768,843393909,227074937,10015,50
501978797,885135007,237723737,10016,50
503429880,836702493,276935700,10016,50
503909816,831390738,254796641,10016,50
504934887,820681330,291874577,10016,50
505076685,869982974,223598952,10016,50
506438642,861433601,284556982,10016,50
506948832,887082710,222066718,10016,50
509201086,825428102,279093380,10016,50
513261623,870336756,299620824,10016,50
514308872,857230113,215847606,10016,50
514978147,866733388,226268945,10016,50
515629634,800022091,200123667,10016,50
515900572,818029153,201054571,10016,50
516242289,880429179,223603352,10016,50
518372472,835064669,275683331,10016,50
519122646,828528242,288176429,10016,50
520628734,864565569,245643612,10016,50
521695485,832469972,203339007,10016,50
522705073,849534140,296856962,10016,50
523065706,808960427,228026084,10016,50
523789821,863185215,202215552,10016,50
524794576,830941320,237723737,10016,50
525209838,859385934,210418770,10016,50
525232349,846948098,230973915,10016,50
528137425,837823739,258742125,10016,50
529126163,836583297,289912534,10016,50
529188876,800443039,205142356,10016,50
529360896,876580498,274724978,10016,50
530395533,889471984,211578519,10016,50
531969108,807054790,211220917,10016,50
532058510,884179770,286460071,10016,50
533726438,810989176,273738782,10016,50
534574563,881245296,285628771,10016,50
534882168,899062796,294210935,10016,50
535584203,875718677,241462832,10016,50
537468549,874976078,235814201,10016,50
537662957,832806181,206706488,10016,50
537782108,801462480,289080161,10016,50
537952368,810350483,252943325,10016,50
538549769,841392794,295207202,10016,50
539227955,846127334,247401372,10016,50
539629089,888787900,296815657,10016,50
539994089,810611604,282561553,10016,50
541962406,838587056,229617344,10016,50
542070837,890003323,278542476,10016,50
543070978,862569905,261086055,10016,50
543592783,892652891,245620168,10016,50
543606379,846559449,264652927,10016,50
543710195,805226166,288463033,10016,50
543864330,844066028,243195556,10016,50
546003138,826727423,278081550,10016,50
546054973,889434782,266874653,10016,50
546678267,821786320,213830869,10016,50
547565874,818181646,293963773,10016,50
547725782,816207035,281383820,10016,50
548228752,890705519,279543674,10016,50
548806068,828327158,256306895,10016,50
548892061,888022739,231891118,10016,50
549067822,863189304,234454472,10016,50
549164288,842630495,224175600,10016,50
549855516,888451860,278080838,10016,50
550046094,883989466,213983915,10016,50
550052922,827487435,238732361,10016,50
550070957,849493296,215453816,10016,50
550805840,802657828,256225135,10016,50
551698587,851486162,247521299,10016,50
551700160,800353339,263807605,10016,50
554725813,819740152,247189870,10016,50
554990078,881107356,298562452,10016,50
555289044,878823126,278864945,10016,50
555384370,845309280,212892875,10016,50
555429993,893921873,229236453,10016,50
555524084,876539841,237328483,10016,50
555987616,827481880,207968597,10016,50
556341587,885733342,269352859,10016,50
556614696,887462093,259940143,10016,50
556800687,840865575,200391462,10016,50
557223992,873868323,227767372,10016,50
557366936,886830904,235131178,10016,50
558484508,882570262,210975961,10016,50
558660130,853109606,253134424,10016,50
562443693,842567876,235402739,10016,50
563253636,899976706,263039339,10016,50
563888258,844912222,205838856,10016,50
563966854,879333182,233255075,10016,50
564652762,830617430,236939495,10016,50
564679101,848232560,257349646,10016,50
566382740,848383190,202560416,10016,50
566463972,894583268,262015095,10016,50
568730129,886581030,257488049,10016,50
570966339,803183261,285632745,10016,50
572422319,815935693,245390632,10016,50
573091987,868140542,287798739,10016,50
575266393,823397290,270453440,10016,50
575459390,875988291,270636667,10016,50
576795537,833359918,275113696,10016,50
577686037,814946328,223853252,10016,50
577991793,876140534,225929836,10016,50
579464106,899590130,296513333,10016,50
580140669,841444797,251648562,10016,50
580827192,895818231,270264855,10016,50
581046837,804674432,277403178,10016,50
581425949,875483287,264205883,10016,50
582397044,826875975,253163259,10016,50
585037718,889018761,207198944,10016,50
585278450,807312213,214237193,10016,50
585637947,837125371,213679924,10016,50
587218788,869646726,295714376,10016,50
588298195,824710215,238283111,10016,50
588349987,836149858,279498891,10016,50
589675328,819283740,231837260,10016,50
589702685,882443123,255046114,10016,50
592728470,899238726,211195523,10016,50
593652147,810538553,280588557,10016,50
595275750,889513491,249920546,10016,50
597514714,821099710,292096566,10016,50
598032786,854578522,264447734,10016,50
598574779,801242466,296513333,10016,50
599420510,892041752,250426383,10016,50
500038935,841789759,223939189,10017,50
500376298,889569831,272227578,10017,50
501420854,821508114,263516366,10017,50
502281868,876508170,220068399,10017,50
502551084,813889707,205359170,10017,50
502810009,834293352,237152257,10017,50
503234898,833867923,288797229,10017,50
504425344,847622504,252252884,10017,50
505456658,830689861,224349105,10017,50
505475510,839499826,221687192,10017,50
506538638,861114732,299681321,10017,50
506790807,896979206,264817166,10017,50
507277141,808039694,289372541,10017,50
507575275,814964928,202906568,10017,50
508229365,836199834,221884471,10017,50
508795806,821741911,258720209,10017,50
508845579,807771517,225574867,10017,50
509548166,827017617,262443602,10017,50
510579239,806665830,215363589,10017,50
511185179,873786355,247994295,10017,50
511768412,846076574,203753647,10017,50
512811483,897007172,272438582,10017,50
512878673,824684921,289419464,10017,50
512913232,857032175,265420147,10017,50
512938463,816187082,247281933,10017,50
513933707,876083075,248664659,10017,50
514715601,804248015,289355692,10017,50
516842144,842082447,201478535,10017,50
517260887,818509913,253502743,10017,50
517923989,869285493,229342476,10017,50
519732645,884210843,210302986,10017,50
520555926,863018622,244831086,10017,50
521450661,814119036,219873042,10017,50
521605632,840970379,207348890,10017,50
522597205,872490139,267714150,10017,50
523385382,873167540,264703591,10017,50
523393978,820786221,290541041,10017,50
523744978,877942305,255001142,10017,50
524053417,846435366,259409460,10017,50
524119115,825793006,291514264,10017,50
525371711,817657207,231549268,10017,50
526377508,858763166,292169638,10017,50
526440066,848107677,253734353,10017,50
527271531,873797797,273481993,10017,50
528738697,822021240,263640096,10017,50
529251928,896479403,289834039,10017,50
530848819,816629816,277713407,10017,50
531211838,821906596,260598998,10017,50
531255641,840100828,239408958,10017,50
531303541,849338291,276834828,10017,50
531698956,887546939,281355725,10017,50
532494753,840998824,269157703,10017,50
532806257,816190555,293825301,10017,50
532844934,824956812,265581106,10017,50
532869645,808594848,227622370,10017,50
533255246,803198557,210446304,10017,50
534831625,820989444,213239266,10017,50
535705281,865046347,295411661,10017,50
536565213,807167857,206485966,10017,50
537282823,867197968,268446157,10017,50
537457392,841972291,283841805,10017,50
537483714,877687721,233634523,10017,50
537555212,800532111,278743857,10017,50
539321479,859794670,278994448,10017,50
540339869,835540627,272784521,10017,50
540467488,823903729,227700767,10017,50
541922952,885499992,277038836,10017,50
542675188,854815338,246852751,10017,50
543564428,876097370,220641766,10017,50
543621831,870578117,271502723,10017,50
543981240,810538553,298844341,10017,50
545572229,859245863,225595470,10017,50
545602722,844056150,290426487,10017,50
548833557,824454362,298676537,10017,50
549426735,896751540,281210020,10017,50
550731868,824152628,276004869,10017,50
553194894,829176891,291177466,10017,50
553643097,822742017,224547329,10017,50
554714128,828758324,296763509,10017,50
555539401,808720641,235647324,10017,50
555982348,802896217,236360999,10017,50
556456221,899939354,286027112,10017,50
557525200,848259955,247401372,10017,50
560086413,875124655,253108785,10017,50
565503382,831222448,271950697,10017,50
565853509,805154872,227072101,10017,50
569448742,827729093,248673251,10017,50
569593387,818557593,258862232,10017,50
570785855,802066901,220616408,10017,50
570865589,864822267,288578125,10017,50
572990390,881662789,275594179,10017,50
573708746,873064221,207661389,10017,50
573862204,887831173,279261678,10017,50
574676520,845420607,256028324,10017,50
574966760,854531471,202730729,10017,50
575859868,825952054,213906780,10017,50
575906412,806576864,266349021,10017,50
577057816,865157122,266434513,10017,50
577409601,852614011,213711385,10017,50
577727644,867593785,224263531,10017,50
577839066,826727423,267213316,10017,50
578555381,889685556,240170011,10017,50
579456417,803255602,229268928,10017,50
579930593,869058902,296599168,10017,50
580314777,814229664,286749411,10017,50
581179586,817705184,288401240,10017,50
582083150,866082628,252483096,10017,50
582459556,833740441,265871314,10017,50
584310421,827739064,230031040,10017,50
584742255,899251672,290244206,10017,50
584792125,880603281,296995500,10017,50
587165912,863434273,202134803,10017,50
588497258,811175975,236118094,10017,50
589137818,804650626,232522608,10017,50
589641605,888961081,204876402,10017,50
589849831,841798507,236754299,10017,50
591429188,804343357,226096325,10017,50
592600512,898166091,290858977,10017,50
592812182,861460801,249210542,10017,50
593917231,844763621,270618430,10017,50
597644870,870892984,277729945,10017,50
597884855,833067206,213548586,10017,50
598585817,829504045,205385002,10017,50
500018789,832640245,239055611,10018,50
501762645,824673814,295549900,10018,50
501908005,857153719,258790272,10018,50
501979907,868142547,261396804,10018,50
503768510,882953105,252901106,10018,50
506566244,897860259,244264471,10018,50
507841171,809608712,278529338,10018,50
508045996,861045738,244019977,10018,50
508840183,819320144,294690100,10018,50
509005811,811710576,262972708,10018,50
509413859,805909946,226086521,10018,50
510120353,888222484,262241960,10018,50
510207169,860225058,219299632,10018,50
511024768,837463473,283711853,10018,50
511072883,895261783,258211844,10018,50
511305076,876086648,262760836,10018,50
511793667,873905048,219157723,10018,50
512890355,857771961,269707217,10018,50
512939130,841290397,247392571,10018,50
513564101,873710365,291148365,10018,50
513915938,872797739,213472023,10018,50
514718337,859216430,260228794,10018,50
514806210,862292858,289269298,10018,50
516323764,898598156,266389733,10018,50
516874271,880860874,266067068,10018,50
517529734,883499661,210411043,10018,50
517635659,824899150,267051958,10018,50
518933915,890992183,231524407,10018,50
519321864,840084047,228057722,10018,50
522009606,800439401,241802767,10018,50
522579494,840754165,242395842,10018,50
525148508,890673051,240933226,10018,50
525687984,807294193,216006519,10018,50
528600809,839256459,261603515,10018,50
528762051,839730771,248045222,10018,50
529577561,840214085,207811606,10018,50
531508498,811721279,251638316,10018,50
531850884,841390005,283562696,10018,50
532013109,817644324,247949899,10018,50
532283212,851066584,259308216,10018,50
532673781,800352864,229024097,10018,50
533038350,810584054,250482937,10018,50
533278602,880766304,285250475,10018,50
533550597,838004339,256375315,10018,50
533899982,861392480,273348803,10018,50
535623564,827873000,206199881,10018,50
538679240,869534499,288660811,10018,50
539165526,862283624,255295309,10018,50
540791797,866804836,277408264,10018,50
542133923,834492212,275155491,10018,50
542502608,895907675,226195684,10018,50
542671028,833392012,286477155,10018,50
542957908,861804157,227740731,10018,50
544008907,891039970,214352859,10018,50
544113558,810261814,288599745,10018,50
544449653,833563892,274420767,10018,50
544923175,890437413,295996393,10018,50
545687256,830340653,290841863,10018,50
547153695,890744107,299077434,10018,50
547580630,882656055,241945002,10018,50
548714080,856962499,250629770,10018,50
548872973,859482115,231886179,10018,50
548902320,882933188,248618487,10018,50
550432520,865515440,280495550,10018,50
551072067,873548159,235091038,10018,50
551380270,803524811,206416509,10018,50
551653726,825496971,280467329,10018,50
551666801,820682215,245620168,10018,50
552597563,885636176,232797017,10018,50
552786387,835645005,258742125,10018,50
552889947,854067400,299929027,10018,50
555436471,835052724,260688331,10018,50
555768240,882884202,206487054,10018,50
557208783,875430999,287689884,10018,50
557369916,838747131,222532810,10018,50
558294030,856998731,297524769,10018,50
560191942,850464992,221614546,10018,50
560921513,876650325,285006252,10018,50
561806098,828216314,243101909,10018,50
562149220,859391221,274871963,10018,50
562558447,811610258,211893376,10018,50
563604139,843944062,245610951,10018,50
564041203,848133950,213798326,10018,50
565188768,891901456,273247764,10018,50
565731146,803505529,255614537,10018,50
565979332,847927671,283808409,10018,50
565985387,846415536,273815803,10018,50
566586098,883577897,273286537,10018,50
566917111,893295161,247355652,10018,50
567682970,835265794,217516570,10018,50
568628525,862539103,250094469,10018,50
569147338,891675078,244035459,10018,50
569157097,845827907,247004531,10018,50
569279498,867635507,297105112,10018,50
571003826,810791553,246187256,10018,50
571307121,838219916,231986980,10018,50
571824940,856120905,206883947,10018,50
571977423,804242989,268911409,10018,50
572117777,827492267,223478187,10018,50
572707346,870664064,226348202,10018,50
573042866,874086353,267491569,10018,50
573665811,880660680,255909275,10018,50
577444233,834857212,231404369,10018,50
579439428,893407857,276963864,10018,50
582406875,834860695,274916704,10018,50
582509121,828692929,210021382,10018,50
582609195,844872848,207234897,10018,50
583430430,806376119,295427451,10018,50
584187750,854210907,202015320,10018,50
584729030,858455175,212925689,10018,50
584792194,819917644,238732361,10018,50
585895313,895314752,299859770,10018,50
587884388,838604741,237631089,10018,50
588922231,834806553,256777789,10018,50
590002472,884466719,228775868,10018,50
590833107,876003356,295207202,10018,50
591139388,879289030,257287313,10018,50
591312389,829109963,299081654,10018,50
592255282,895294386,273148798,10018,50
594167182,844887914,258687938,10018,50
595976917,821606920,286957504,10018,50
596710902,806339082,291944767,10018,50
597097881,858267982,217264329,10018,50
598006932,895669788,286763998,10018,50
598185788,899534925,299355009,10018,50
598526189,849782624,298308754,10018,50
598810543,815112684,236192637,10018,50
598926142,831938829,297043781,10018,50
500157226,874405673,237052314,10019,50
500359444,825171775,237625434,10019,50
501123709,825313488,204542156,10019,50
502851749,896621582,236575192,10019,50
504868305,847428431,233953144,10019,50
507959220,817741388,288808630,10019,50
508863907,829304478,297105112,10019,50
508865164,847252471,283921961,10019,50
511535168,831025423,267041934,10019,50
512050936,819974611,218784566,10019,50
512378995,865117953,207922983,10019,50
513029528,860326660,215444939,10019,50
514207806,868671298,266650719,10019,50
515336450,822565548,240838948,10019,50
515589506,824183765,249277956,10019,50
515845515,805457009,252734207,10019,50
516911785,801862017,214751989,10019,50
517079449,897822469,280829549,10019,50
517174534,845379128,247072042,10019,50
518661694,877269711,277175774,10019,50
518983191,848176148,264845592,10019,50
521726634,816704939,291391820,10019,50
523082781,876929163,279468436,10019,50
523357669,816735541,263676342,10019,50
523528961,878720425,209286617,10019,50
524891405,816245144,201198238,10019,50
526295225,850287746,279893034,10019,50
526590954,810050052,225424079,10019,50
527025491,821243047,287640725,10019,50
527657595,828593050,214398445,10019,50
528051172,858211447,204415553,10019,50
528250109,870220413,270298220,10019,50
528804184,810289090,293905690,10019,50
529777170,862346541,208739332,10019,50
530143657,827447298,295765064,10019,50
530552350,893427123,261386683,10019,50
530730613,886866414,228427954,10019,50
531433740,864841130,299403767,10019,50
533162559,862397871,296340233,10019,50
534646927,818488276,292363015,10019,50
534926436,837206114,290994768,10019,50
535449267,865170275,290267333,10019,50
535642398,848367457,269705424,10019,50
536428191,841223276,255001142,10019,50
537673467,816246990,261554204,10019,50
539118031,872033208,263688099,10019,50
539488801,831131056,220248914,10019,50
541558120,860985052,285814647,10019,50
541682048,842350469,257722347,10019,50
542535920,854074480,210243910,10019,50
544586789,837814017,214987190,10019,50
545413738,804500909,292362327,10019,50
546287397,823492557,209058510,10019,50
546453810,883102058,222084514,10019,50
548946868,895549481,269112907,10019,50
551449941,832718053,271371537,10019,50
551508638,850672232,227808508,10019,50
551781231,822999588,215440679,10019,50
552800575,826214526,254730571,10019,50
553561161,871072185,277027919,10019,50
553676616,831211796,245425492,10019,50
554131457,824352279,272805178,10019,50
554208925,865131485,299826871,10019,50
554441053,817432248,214339397,10019,50
554932019,873688129,280726133,10019,50
557871434,864689292,235080325,10019,50
560601834,828772224,289970989,10019,50
562490491,813787544,279730517,10019,50
563404939,842062398,278747956,10019,50
563688174,856193115,276718574,10019,50
563830340,883256260,287047482,10019,50
564197037,895505176,276767021,10019,50
564956157,869305813,269540270,10019,50
565290918,860626418,248820877,10019,50
566454651,850076113,250082986,10019,50
567513483,863712447,221211766,10019,50
569542752,805494390,290851762,10019,50
570676930,882060405,228032897,10019,50
570714643,865164232,247143327,10019,50
572783170,845791298,228254995,10019,50
573322006,855604405,232743594,10019,50
574281656,876758991,255065959,10019,50
577409556,808814031,291016220,10019,50
579019821,847472965,259486000,10019,50
579221893,829473910,256025645,10019,50
579842922,872390260,249693727,10019,50
579932336,856630712,238538963,10019,50
580464835,826052681,227414541,10019,50
580827783,834270569,245997898,10019,50
582356368,874280183,203399053,10019,50
583222413,899568202,202627318,10019,50
583901308,875045120,236534933,10019,50
585738641,889853691,234989527,10019,50
587803953,868165016,220016606,10019,50
588187578,827694026,233806068,10019,50
588517009,842231574,250182559,10019,50
588630603,873395335,251585093,10019,50
589451455,828768164,246294268,10019,50
589862049,847167140,290396836,10019,50
590016477,809938558,254995885,10019,50
590285128,850224011,200956548,10019,50
590329699,803028645,281678164,10019,50
590690382,877329429,262265431,10019,50
591073531,804382066,276770924,10019,50
591527226,818801008,260117709,10019,50
591879551,886531500,297671175,10019,50
592277334,813339734,287230928,10019,50
593339639,809657042,219979478,10019,50
595649138,817527386,202683774,10019,50
596200589,863862057,276356128,10019,50
596337349,807662908,202754756,10019,50
596955810,879945388,222999513,10019,50
598035444,842964669,278573035,10019,50
598688258,889463078,221251075,10019,50
598717938,892919711,245139389,10019,50
500271847,860504736,244159942,10020,50
501587250,887355135,227505737,10020,50
501897763,893634284,268870166,10020,50
503467130,837951862,245008134,10020,50
504305126,802326851,206462584,10020,50
504374434,827919477,276312095,10020,50
504588342,883625173,270385562,10020,50
504701596,884640778,276043459,10020,50
504701728,847758043,258656139,10020,50
504718490,868642907,231297307,10020,50
505101283,804436508,288285370,10020,50
505212423,826926355,225745508,10020,50
505886547,854567031,294644824,10020,50
506733892,888009276,206676191,10020,50
506808103,804290315,256375315,10020,50
507876089,865770156,256809024,10020,50
509583380,805194107,260740138,10020,50
509688170,832383267,215834614,10020,50
510402045,877602419,224551173,10020,50
511186537,806835734,262123034,10020,50
511275798,867963490,212868078,10020,50
511405810,819403446,259129160,10020,50
511699133,851164138,285530531,10020,50
511720033,824276820,228483011,10020,50
511881838,898213379,212244681,10020,50
513355591,846302565,257285052,10020,50
513689413,806290155,212932394,10020,50
515196725,854541280,259338574,10020,50
515899642,869313298,282575078,10020,50
516559796,820595111,207605661,10020,50
516806338,833682697,288491206,10020,50
516806530,829635093,269167017,10020,50
517140901,853864156,269540270,10020,50
517841588,823770386,254471328,10020,50
519729992,881623213,271211254,10020,50
520226822,838492823,276676134,10020,50
521394162,887723678,289085068,10020,50
521980225,870344101,297229352,10020,50
522146910,881777435,217814658,10020,50
523204913,881474056,248143657,10020,50
525186732,840483447,290477704,10020,50
525239947,803591038,217960303,10020,50
526533086,808794049,225589015,10020,50
526596662,828000681,212892875,10020,50
527165798,859928942,216765338,10020,50
529759745,882266555,257373540,10020,50
530449328,871745209,295373316,10020,50
530714717,860106939,238742293,10020,50
531206974,833997719,201341675,10020,50
531575446,823889372,225610368,10020,50
532005646,804490453,299826871,10020,50
533763563,827596907,205062414,10020,50
533808602,820194916,226313748,10020,50
534167293,883563629,266816902,10020,50
536438729,891915468,213548586,10020,50
536722302,810025325,277406096,10020,50
537990507,813577642,214193379,10020,50
538049517,861025920,232797017,10020,50
